"id";"age";"sexe";"nivetud";"poids";"occup";"qualif";"freres.soeurs";"clso";"relig";"trav.imp";"trav.satisf";"hard.rock";"lecture.bd";"peche.chasse";"cuisine";"bricol";"cinema";"sport";"heures.tv"
1772;41;"Femme";"Enseignement superieur y compris technique superieur";1248,3712851;"Exerce une profession";"Employe";3;"Non";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";1
1776;65;"Femme";"Derniere annee d'etudes primaires";6864,2578697;"Au foyer";"Employe";6;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";6
1777;37;"Femme";"Enseignement superieur y compris technique superieur";2997,0595448;"Exerce une profession";;5;"Non";"Pratiquant regulier";"Moins important que le reste";"Satisfaction";"Non";"Oui";"Non";"Oui";"Non";"Oui";"Oui";1,4
1778;45;"Homme";"Enseignement superieur y compris technique superieur";4018,7686863;"Exerce une profession";"Autre";2;"Non";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Oui";"Non";2
1780;46;"Homme";"Enseignement technique ou professionnel court";9279,6497247;"Exerce une profession";"Profession intermediaire";1;"Oui";"Ni croyance ni appartenance";"Moins important que le reste";"Equilibre";"Non";"Non";"Oui";"Oui";"Oui";"Oui";"Oui";0,6
1781;29;"Femme";"1er cycle";872,36833944;"Exerce une profession";"Ouvrier specialise";3;"Non";"Appartenance sans pratique";"Le plus important";"Satisfaction";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";0
1782;42;"Homme";"Enseignement technique ou professionnel court";7282,8417493;"Exerce une profession";;5;"Non";"Pratiquant occasionnel";"Aussi important que le reste";"Equilibre";"Non";"Non";"Oui";"Oui";"Oui";"Oui";"Oui";0,3
1783;21;"Homme";;4155,1664158;"Etudiant, eleve";;5;"Oui";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Oui";"Oui";"Oui";2
1784;45;"Femme";"1er cycle";1773,7385793;"Exerce une profession";"Employe";8;"Oui";"Pratiquant regulier";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Non";1
1787;28;"Femme";;7919,4978392;"Exerce une profession";"Autre";2;"Non";"Rejet";"Aussi important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";3
1789;56;"Homme";"2eme cycle";6861,6927861;"Autre inactif";;3;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";4
1792;25;"Homme";"Enseignement technique ou professionnel long";7420,7829846;"Exerce une profession";"Employe";2;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";2
1793;42;"Homme";"Enseignement superieur y compris technique superieur";2199,7056495;"Exerce une profession";"Profession intermediaire";3;"Non";"Appartenance sans pratique";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Oui";"Oui";"Oui";1
1796;23;"Femme";"Enseignement superieur y compris technique superieur";1772,8605433;"Chomeur";;8;"Non";"Pratiquant regulier";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";3
1798;62;"Femme";"2eme cycle";8893,4288185;"Retraite";"Employe";0;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";0,1
1803;79;"Femme";"Derniere annee d'etudes primaires";9664,3186755;"Retire des affaires";;1;"Oui";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";3
1804;74;"Femme";"1er cycle";153,01025635;"Retraite";"Cadre";3;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";1
1805;39;"Femme";"Enseignement superieur y compris technique superieur";2385,0452208;"Exerce une profession";"Cadre";0;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";0,3
1806;48;"Homme";"Enseignement technique ou professionnel court";685,92819493;"Exerce une profession";"Technicien";2;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Oui";"Oui";"Oui";"Non";"Non";2
1807;50;"Homme";"Enseignement technique ou professionnel court";3010,8459464;"Chomeur";"Ouvrier qualifie";7;"Non";"Rejet";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";1
1809;40;"Homme";"Enseignement technique ou professionnel court";7313,1219498;"Exerce une profession";"Ouvrier qualifie";5;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Non";4
1810;70;"Homme";"Derniere annee d'etudes primaires";2987,6331697;"Retraite";"Employe";9;"Oui";"Pratiquant regulier";;;"Non";"Non";"Oui";"Oui";"Oui";"Non";"Oui";3
1811;49;"Femme";"Enseignement technique ou professionnel court";5971,2512925;"Exerce une profession";"Profession intermediaire";0;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Insatisfaction";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Non";2
1814;60;"Homme";"N'a jamais fait d'etudes";7527,369475;"Autre inactif";"Employe";4;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";0
1815;39;"Homme";"1er cycle";2008,823976;"Exerce une profession";"Ouvrier specialise";3;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Non";"Non";8
1816;58;"Homme";"Enseignement technique ou professionnel court";5765,983933;"Chomeur";"Ouvrier specialise";3;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";6
1817;74;"Femme";"Derniere annee d'etudes primaires";12265,608025;"Retire des affaires";;2;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";3
1818;43;"Homme";"Enseignement technique ou professionnel court";7869,062004;"Exerce une profession";"Profession intermediaire";7;"Non";"Rejet";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";1
1819;31;"Femme";"Enseignement technique ou professionnel court";10015,641861;"Exerce une profession";"Employe";7;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";3
1820;51;"Femme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";4626,011717;"Exerce une profession";"Ouvrier specialise";12;"Non";"Appartenance sans pratique";"Le plus important";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Non";1
1821;34;"Femme";"2eme cycle";2105,3618426;"Exerce une profession";"Employe";1;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";1
1824;33;"Femme";"Enseignement superieur y compris technique superieur";6271,8129687;"Exerce une profession";"Employe";1;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Insatisfaction";"Non";"Non";"Non";"Oui";"Oui";"Non";"Oui";0
1825;44;"Femme";"2eme cycle";1533,943093;"Exerce une profession";"Profession intermediaire";2;"Non";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";5
1826;81;"Femme";"Derniere annee d'etudes primaires";13074,7821;"Retire des affaires";;0;"Non";"Pratiquant regulier";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";2
1827;57;"Homme";"Enseignement technique ou professionnel long";3846,1842452;"Exerce une profession";"Cadre";3;"Non";"Ni croyance ni appartenance";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";2
1829;33;"Femme";"N'a jamais fait d'etudes";3019,9320675;"Au foyer";;15;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";5
1830;54;"Femme";"Derniere annee d'etudes primaires";2045,6996922;"Exerce une profession";"Employe";2;"Oui";"Pratiquant regulier";"Peu important";"Insatisfaction";"Non";"Oui";"Non";"Oui";"Non";"Non";"Non";2
1833;55;"Femme";"Derniere annee d'etudes primaires";5190,2072983;"Exerce une profession";"Employe";2;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";4
1835;37;"Femme";"2eme cycle";6165,343584;"Exerce une profession";"Employe";2;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Non";2
1836;66;"Femme";"Enseignement superieur y compris technique superieur";5978,9818671;"Retraite";"Cadre";2;"Oui";"Rejet";;;"Non";"Non";"Oui";"Oui";"Oui";"Non";"Non";2
1839;32;"Femme";"Enseignement technique ou professionnel court";1059,8780444;"Exerce une profession";;2;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Insatisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";1
1841;61;"Homme";"Derniere annee d'etudes primaires";5118,1317886;"Retraite";"Employe";5;"Non";"Appartenance sans pratique";;;"Non";"Non";"Oui";"Oui";"Oui";"Non";"Non";2
1842;48;"Femme";"Enseignement technique ou professionnel court";3912,4916324;"Exerce une profession";"Employe";1;"Oui";"Appartenance sans pratique";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";2
1843;44;"Femme";"Enseignement technique ou professionnel court";910,86013534;"Exerce une profession";"Employe";6;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";0,4
1845;76;"Femme";"Derniere annee d'etudes primaires";7483,0614125;"Au foyer";;3;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";3
1846;46;"Homme";"Enseignement superieur y compris technique superieur";9248,7378389;"Exerce une profession";"Autre";0;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Oui";"Non";2
1847;21;"Homme";"Enseignement technique ou professionnel court";4630,4362028;"Chomeur";"Ouvrier qualifie";2;"Ne sait pas";"Ni croyance ni appartenance";;;"Oui";"Non";"Non";"Non";"Non";"Non";"Non";2
1848;54;"Homme";"Enseignement technique ou professionnel long";851,70090492;"Exerce une profession";"Technicien";1;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Insatisfaction";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";3
1849;45;"Femme";"2eme cycle";1127,4368234;"Chomeur";"Employe";5;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";2
1855;26;"Homme";"Enseignement superieur y compris technique superieur";12544,418261;"Exerce une profession";;1;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";1
1856;24;"Femme";;7147,2826381;"Exerce une profession";"Cadre";3;"Oui";"Ni croyance ni appartenance";"Moins important que le reste";"Satisfaction";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";1,1
1857;65;"Homme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";3203,1925299;"Retraite";"Ouvrier specialise";7;"Oui";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";3
1861;27;"Femme";"Enseignement superieur y compris technique superieur";13059,79408;"Exerce une profession";"Employe";2;"Non";"Appartenance sans pratique";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Non";2
1862;38;"Femme";"Enseignement technique ou professionnel court";10850,092516;"Au foyer";"Employe";2;"Oui";"NSP ou NVPR";;;"Non";"Non";"Non";"Non";"Non";"Non";"Oui";2
1863;79;"Homme";"Derniere annee d'etudes primaires";2563,8370984;"Retraite";"Ouvrier specialise";9;"Oui";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";6
1864;64;"Homme";"Enseignement technique ou professionnel court";1205,422912;"Retraite";"Employe";1;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";3
1865;44;"Femme";"Enseignement technique ou professionnel court";5151,4980085;"Exerce une profession";"Employe";2;"Non";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";2
1866;33;"Homme";"Enseignement technique ou professionnel court";2272,3611709;"Exerce une profession";"Ouvrier qualifie";2;"Non";"Pratiquant occasionnel";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Oui";"Oui";"Oui";"Non";"Oui";3
1868;80;"Homme";"Derniere annee d'etudes primaires";1197,3391628;"Retraite";"Ouvrier qualifie";3;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";0
1869;49;"Femme";"2eme cycle";2558,4356312;"Au foyer";"Autre";4;"Oui";"Ni croyance ni appartenance";;;"Non";"Oui";"Non";"Oui";"Non";"Oui";"Non";3
1870;40;"Femme";"Enseignement superieur y compris technique superieur";6235,8376394;"Au foyer";"Employe";6;"Non";"Pratiquant regulier";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";8
1871;29;"Homme";"1er cycle";7195,2574578;"Exerce une profession";"Employe";4;"Oui";"Ni croyance ni appartenance";"Aussi important que le reste";"Equilibre";"Non";"Non";"Oui";"Oui";"Oui";"Oui";"Oui";2
1872;57;"Femme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";6654,5569824;"Au foyer";"Ouvrier specialise";9;"Non";"Pratiquant regulier";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";0
1874;50;"Femme";"2eme cycle";4011,829605;"Exerce une profession";"Employe";7;"Non";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";0,6
1876;51;"Femme";"Derniere annee d'etudes primaires";19413,730415;"Au foyer";"Ouvrier qualifie";3;"Non";"Appartenance sans pratique";;;"Non";"Oui";"Non";"Oui";"Non";"Non";"Non";3
1877;49;"Homme";"Enseignement technique ou professionnel court";8487,9986724;"Exerce une profession";;2;"Non";"Pratiquant occasionnel";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Oui";"Oui";"Non";"Oui";"Oui";2
1878;22;"Homme";;23299,324066;"Etudiant, eleve";;8;"Oui";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Non";"Non";"Oui";0
1879;48;"Femme";"Enseignement technique ou professionnel court";7980,0633883;"Exerce une profession";;4;"Non";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";2
1880;64;"Homme";"Enseignement technique ou professionnel court";8742,1802641;"Retraite";"Ouvrier qualifie";8;"Oui";"Rejet";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Oui";0
1881;33;"Homme";"Enseignement technique ou professionnel court";7535,8411772;"Exerce une profession";"Employe";3;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";2,9
1883;46;"Homme";"2eme cycle";5641,4899245;"Exerce une profession";"Technicien";1;"Non";"Appartenance sans pratique";"Peu important";"Satisfaction";"Non";"Oui";"Non";"Non";"Oui";"Non";"Non";0
1885;51;"Homme";"1er cycle";2973,7077276;"Exerce une profession";"Technicien";3;"Non";"Appartenance sans pratique";"Moins important que le reste";"Insatisfaction";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";1
1886;54;"Homme";"Enseignement superieur y compris technique superieur";3707,4435373;"Exerce une profession";"Cadre";4;"Oui";"Ni croyance ni appartenance";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Oui";"Oui";"Non";1
1887;66;"Femme";"Derniere annee d'etudes primaires";9280,5347112;"Retraite";"Employe";1;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";5
1893;65;"Homme";"Derniere annee d'etudes primaires";1944,6711726;"Retraite";"Ouvrier qualifie";6;"Oui";"Ni croyance ni appartenance";;;"Non";"Non";"Oui";"Non";"Oui";"Non";"Oui";0
1894;55;"Homme";"Enseignement superieur y compris technique superieur";8592,3706965;"Exerce une profession";;2;"Non";"Appartenance sans pratique";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";0
1896;45;"Femme";"2eme cycle";1754,4387794;"Exerce une profession";"Cadre";3;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Oui";"Non";"Oui";"Oui";"Oui";"Non";1
1900;41;"Femme";"Enseignement technique ou professionnel court";2968,870565;"Exerce une profession";"Employe";4;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Non";2
1901;56;"Femme";"1er cycle";1200,0650646;"Exerce une profession";"Employe";2;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Oui";"Oui";"Oui";"Non";"Non";1
1903;45;"Homme";"Enseignement technique ou professionnel court";6040,7825259;"Chomeur";"Ouvrier qualifie";2;"Non";"Rejet";;;"Non";"Non";"Non";"Oui";"Oui";"Oui";"Non";
1906;34;"Homme";"Enseignement superieur y compris technique superieur";2806,9309596;"Chomeur";"Cadre";3;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";4
1908;48;"Homme";"Enseignement superieur y compris technique superieur";6697,8682458;"Exerce une profession";"Cadre";2;"Non";"Appartenance sans pratique";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";3
1909;47;"Homme";"Enseignement technique ou professionnel court";11414,387763;"Exerce une profession";"Ouvrier qualifie";3;"Non";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Oui";"Non";"Oui";"Non";"Oui";1
1913;43;"Femme";"Enseignement superieur y compris technique superieur";24358,802124;"Exerce une profession";"Employe";2;"Non";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Oui";"Oui";"Non";"Non";"Oui";3
1916;97;"Femme";"Derniere annee d'etudes primaires";2162,834646;"Autre inactif";"Autre";5;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";3
1920;62;"Femme";"Derniere annee d'etudes primaires";5040,2968969;"Au foyer";"Employe";1;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";5
1923;56;"Femme";"Enseignement superieur y compris technique superieur";1828,416018;"Au foyer";;3;"Oui";"Pratiquant regulier";;;"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";0,2
1927;24;"Femme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";1854,8166667;"Exerce une profession";"Ouvrier specialise";2;"Ne sait pas";"Appartenance sans pratique";"Peu important";"Equilibre";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";2,9
1928;40;"Femme";"Enseignement superieur y compris technique superieur";6238,8921404;"Exerce une profession";"Cadre";1;"Non";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";0,1
1930;36;"Homme";"Enseignement technique ou professionnel court";896,34469593;"Exerce une profession";"Ouvrier qualifie";4;"Oui";"Ni croyance ni appartenance";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Oui";"Non";5
1932;23;"Femme";;7128,3627375;"Etudiant, eleve";;0;"Oui";"Ni croyance ni appartenance";;;"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";0,4
1934;68;"Homme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";5285,4485466;"Retraite";"Ouvrier specialise";2;"Non";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Oui";4
